tempo,velocity,velocitySD,attackSD,releaseSD,
24.334600760456272,49.00000030646086,92.63999999999999,2.951707653235781E-5,0.06607825902883421,
29.06155398587286,49.006721771373485,81.10937499999999,1.3750812222763925E-4,0.04793901145955789,
29.767441860465105,48.01819455242506,77.33333333333333,9.838299128806667E-5,0.06018090087616101,
31.423895253682502,51.00033771166386,73.10204081632651,4.2590948283288066E-5,0.05651766952449667,
27.16554000943247,43.69331501592672,47.333333333333336,5.140842431324387E-4,0.06678339935106263,
28.8144072036018,51.12694309593752,82.9375,0.0012967563152026483,0.06072983029263763,
28.690021583928303,51.34076652087984,104.66666666666666,2.2320348703661503E-4,0.05545849781877722,
32.341381246490734,49.00673359155883,70.10937499999999,7.65403099890128E-4,0.05032254638047698,
25.46419098143233,44.00091163221681,24.775510204081627,2.6313883770339683E-4,0.06464429554582558,
27.502785293649566,37.69367263655658,25.673469387755098,6.532354127663946E-4,0.06964990831771202,
35.58484349258644,42.69315042266179,61.10937499999999,0.002268674521599183,0.05494921968638674,
34.511683642899946,56.00273191366787,93.80246913580248,7.157055145695624E-4,0.05466069330323663,
34.511683642899946,60.03599241153897,126.57142857142857,0.002145823203502426,0.05998015942107993,
34.82466747279323,60.00012423441731,63.48437500000001,0.0024309059373971084,0.05956142936303185,
24.092857889783524,49.00003432626256,56.6938775510204,0.003509185191009481,0.08526256907375669,
19.72771641407654,39.104706672243196,47.0,0.0033304153879304523,0.07298757159450078,
24.411951684679,38.01167763763264,17.142857142857146,0.0026619642787821867,0.06170197448618712,
32.01778765981099,49.00012368469162,71.68749999999999,3.606190603464214E-4,0.05351188897030803,
32.56997455470735,40.06220183075381,34.805555555555564,2.7649685401405908E-5,0.07131779809005007,
37.0179948586119,41.32908790635387,19.06122448979593,4.644929714199373E-4,0.05654367563058604,
27.636945221911255,41.428535929964724,16.472222222222225,9.523396161277741E-4,0.07171234643776331,
25.50177095631637,51.12693100565795,103.859375,0.002160755822181248,0.06364551865156114,
28.054225180615315,51.432653049066495,140.98765432098764,6.514182842400694E-4,0.053487884787776815,
29.94541200935788,51.23954490278803,106.75,4.062971164907669E-4,0.059923315484911956,
24.992768296210635,51.12692803797177,81.95918367346937,4.216492340025839E-4,0.07419218671287663,
24.698945863855645,49.00012423529595,36.20408163265307,6.530844117855243E-4,0.06534571396424074,
25.623725671918407,49.69314718287656,78.03999999999999,0.004746590027758594,0.039491907756194995,
35.400768245838684,50.38629452493948,87.28999999999996,0.0010916775551819166,0.0697190085963876,
34.32828408244358,57.00738157802023,79.68999999999998,3.3740123964918925E-4,0.06232308976500093,
32.44722229673531,62.10469894110888,167.68999999999994,6.356517030847268E-4,0.04467018739704669,
32.08658284259108,65.07070312912509,144.6377551020408,6.140833991349926E-4,0.0011320325040330788,
25.13089005235614,66.38662977284788,96.05555555555554,0.001245591909565226,0.0018960738293161159,
30.622009569377855,74.00091159285242,128.24489795918365,0.003203270377922301,0.0014745253996951934,
31.084727468969362,74.00001674527317,167.18750000000006,1.6932803065225613E-5,5.3774505192636236E-5,
34.6153846153846,63.005080928272214,93.10204081632654,4.615850493401228E-4,0.0014860010351926652,
30.5894848645777,48.09861237204256,67.90972222222223,1.376194729649989E-4,0.00203703097600742,
27.131417804993028,47.69455330360056,44.20408163265308,0.001114306453147531,0.0017738382288857042,
20.92262985833631,42.09861283667248,52.20000000000001,0.0015279300338394114,0.001959662618819975,
28.388368654509662,41.69327101698508,10.888888888888891,0.0032772175832846717,0.02798669025114886,
19.87852015461073,32.012317586970646,0.0,0.004507472967975006,0.2503532152582485,
19.87852015461073,31.730820666746766,10.285714285714288,0.024109910171925725,0.008481339703491032,
27.85368491254653,28.341401305687445,NaN,NaN,NaN,
